CLAVE,CLAVE_OMM,NOMBRE,MUNICIPIO,ESTADO,ORG_CUENCA,CUENCA,SUBCUENCA,TIPO_EST,ORGANISMO,INICIO,FIN,SITUACION,LATG,LATM,LATS,LONG,LONM,LONS,ALTURA,OBSERVACIONES
00024155,,ESCUELA DE AGRONOMIA,SOLEDAD DE GRACIANO SANCHEZ,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA SAN JOSE,CLIMATOLOGICA,CONAGUA-DGE,01/01/1980,28/02/1994,SUSPENDIDA,22,14,0,100,51,0,1835.0,
00024156,,BUENAVISTA,CIUDAD VALLES,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO PUERCO,CLIMATOLOGICA,CONAGUA-DGE,01/10/1977,31/10/2011,OPERANDO,22,21,8,99,2,19,236.0,
00024157,,ZARAGOZA,MATEHUALA,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,MATEHUALA,MATEHUALA,CLIMATOLOGICA,CONAGUA-DGE,01/02/1979,30/06/2011,OPERANDO,23,38,45,100,42,4,2224.0,
00024158,,CHARCAS (SMN),CHARCAS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA LOS PILARES,CLIMATOLOGICA,CONAGUA-SMN,01/01/1941,30/06/2011,OPERANDO,23,7,50,101,6,37,2021.0,
00024159,,LA MORITA,CIUDAD DEL MAIZ,SAN LUIS POTOSI,GOLFO NORTE,SIERRA MADRE,TULA,CLIMATOLOGICA,CONAGUA-DGE,01/10/1977,30/06/2011,OPERANDO,22,21,46,99,51,51,1046.0,
00024160,,COYOTILLOS,CHARCAS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,SAN PABLO,MESA CHIQUIHUITILLO,CLIMATOLOGICA,CONAGUA-DGE,01/10/1976,30/11/2011,OPERANDO,23,17,8,101,12,39,2201.0,
00024161,,LA HERRRADURA,VILLA DE RAMOS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,SAN PABLO,MESA CHIQUIHUITILLO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1978,30/06/2011,OPERANDO,23,1,46,101,45,0,2145.0,
00024162,,EL CARMEN,MATEHUALA,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,MATEHUALA,MATEHUALA,CLIMATOLOGICA,CONAGUA-DGE,01/03/1978,30/06/2011,OPERANDO,23,21,44,100,33,15,1356.0,
00024163,,BLEDOS,VILLA DE REYES,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,RIO TAMUIN,RIO SANTA MARIA ALTO,CLIMATOLOGICA,CONAGUA-DGE,01/08/1978,31/12/2010,OPERANDO,21,50,17,101,6,57,1954.0,
00024164,,LLANO DEL CARMEN,VILLA HIDALGO,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA LOS PILARES,CLIMATOLOGICA,CONAGUA-DGE,01/02/1978,30/11/2011,OPERANDO,22,51,34,100,41,19,1353.0,
00024165,,SAN JOSE DE CORONADOS,CATORCE,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,MATEHUALA,CATORCE,CLIMATOLOGICA,CONAGUA-DGE,01/05/1978,30/06/2011,OPERANDO,23,35,40,100,54,36,1729.0,
00024166,,VILLA DE RAMOS I,VILLA DE RAMOS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,FRESNILLO-YESCA,YESCA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/05/1983,SUSPENDIDA,22,55,42,101,54,40,1945.0,
00024167,76585,MATLAPA (OBS),MATLAPA,SAN LUIS POTOSI,GOLFO NORTE,RIO MOCTEZUMA,RIO MOCTEZUMA,OBSERVATORIO,CONAGUA-SMN,01/05/1993,31/12/2010,OPERANDO,21,19,36,98,50,20,442.0,
00024168,,BUENAVISTA,GUADALCAZAR,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,SIERRA MADRE,TULA,CLIMATOLOGICA,CONAGUA-DGE,01/05/1980,31/07/2011,OPERANDO,22,35,53,100,8,41,1210.0,
00024169,,BUENAVISTA,VILLA DE GUADALUPE,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,MATEHUALA,MATEHUALA,CLIMATOLOGICA,CONAGUA-DGE,01/03/1980,30/06/1996,SUSPENDIDA,23,25,22,100,47,30,1675.0,
00024170,,EL CHARCO,RIOVERDE,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/03/1980,30/06/2011,OPERANDO,22,1,0,100,19,54,1220.0,
00024171,,HUIZACHAL,RIOVERDE,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/11/1980,30/06/2011,OPERANDO,21,46,15,99,54,53,951.0,
00024172,,MANANTIAL DE MEDIA LUNA,RIOVERDE,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/07/1979,30/06/2011,OPERANDO,21,51,49,100,1,41,1006.0,
00024173,,PRESA ALVARO OBREGON,ALAQUINES,SAN LUIS POTOSI,GOLFO NORTE,SIERRA MADRE,TULA,CLIMATOLOGICA,CONAGUA-DGE,01/12/1936,30/11/2010,OPERANDO,22,10,50,99,39,10,1170.0,
00024174,,PUERTO DE LOBOS,CIUDAD DEL MAIZ,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO DE LOS NARANJOS,CLIMATOLOGICA,CONAGUA-DGE,01/10/1980,31/07/2011,OPERANDO,22,29,7,99,33,46,1325.0,
00024175,,EL SALADO,VANEGAS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,MATEHUALA,HUERTECILLAS,CLIMATOLOGICA,CONAGUA-DGE,01/03/1980,30/06/2010,OPERANDO,24,17,2,100,47,3,1703.0,
00024176,,SAN JUAN DE TUZAL,CHARCAS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,SAN PABLO,MESA CHIQUIHUITILLO,CLIMATOLOGICA,CONAGUA-DGE,01/11/1980,30/06/2011,OPERANDO,23,8,53,101,20,35,2110.0,
00024177,,SANTA CATARINA,SAN NICOLAS TOLENTINO,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/06/1979,30/06/2011,OPERANDO,22,3,11,100,27,32,1233.0,
00024179,,XOCONOXTLE,ZARAGOZA,SAN LUIS POTOSI,GOLFO NORTE,PRESA SAN JOSE LOS PILARES,PRESA SAN JOSE,CLIMATOLOGICA,CONAGUA-DGE,01/10/1980,31/08/2011,OPERANDO,22,5,54,100,42,36,2068.0,
00024180,,CAÑADA VERDE,CHARCAS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA LOS PILARES,CLIMATOLOGICA,CONAGUA-DGE,01/04/1979,30/09/2010,OPERANDO,23,3,36,101,7,12,1967.0,
00024181,,EL ASTILLERO,VILLA DE GUADALUPE,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,MATEHUALA,MATEHUALA,CLIMATOLOGICA,CONAGUA-DGE,01/02/1979,30/06/2011,OPERANDO,23,24,48,100,44,39,1655.0,
00024182,,TAMPAMOLON,TAMPAMOLON CORONA,SAN LUIS POTOSI,GOLFO NORTE,RIO MOCTEZUMA,RIO MOCTEZUMA,CLIMATOLOGICA,CONAGUA-DGE,01/02/1979,30/11/2010,OPERANDO,21,33,39,98,49,9,91.0,
00024183,,EL TULE,VENADO,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA LOS PILARES,CLIMATOLOGICA,CONAGUA-DGE,01/07/1979,31/12/1998,SUSPENDIDA,22,49,31,101,9,8,1832.0,
00024186,,HUICHIHUAYAN,HUEHUETLAN,SAN LUIS POTOSI,GOLFO NORTE,RIO MOCTEZUMA,RIO AXTLA,CLIMATOLOGICA,CONAGUA-DGE,01/05/1981,30/11/2010,OPERANDO,21,28,18,98,58,18,91.0,
00024187,,TEPEYAC,CIUDAD DEL MAIZ,SAN LUIS POTOSI,GOLFO NORTE,SIERRA MADRE,TULA,CLIMATOLOGICA,CONAGUA-DGE,01/11/1981,30/06/2011,OPERANDO,22,39,43,99,54,22,1024.0,
00024188,,CORONADO,VENADO,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA LOS PILARES,CLIMATOLOGICA,CONAGUA-DGE,01/02/1982,30/06/2011,OPERANDO,22,55,24,100,56,29,1680.0,
00024189,,EL HOSPITAL,CHARCAS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,SAN PABLO,MESA CHIQUIHUITILLO,CLIMATOLOGICA,CONAGUA-DGE,01/02/1982,30/11/2011,OPERANDO,23,14,32,101,12,57,2187.0,
00024190,,LA LIBERTAD,CIUDAD DEL MAIZ,SAN LUIS POTOSI,GOLFO NORTE,SIERRA MADRE,TULA,CLIMATOLOGICA,CONAGUA-DGE,01/03/1982,30/11/2010,OPERANDO,22,24,43,99,50,49,1815.0,
00024191,,SAN ANTONIO DEL MEZQUITE,SANTO DOMINGO,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,FRESNILLO-YESCA,YESCA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1982,30/06/2011,OPERANDO,23,9,52,101,53,9,2080.0,
00024192,,SAN FRANCISCO DE LA DICHA,MOCTEZUMA,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA LOS PILARES,CLIMATOLOGICA,CONAGUA-DGE,01/06/1982,30/06/2011,OPERANDO,22,46,10,100,53,14,1999.0,
00024193,,SAN JOSE DE TAPANCO,RIOVERDE,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/01/1982,30/06/2011,OPERANDO,21,46,5,99,54,25,907.0,
00024194,,SAN RAFAEL,VILLA DE RAMOS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,FRESNILLO-YESCA,YESCA,CLIMATOLOGICA,CONAGUA-DGE,01/02/1982,30/06/2011,OPERANDO,23,1,18,101,56,35,2145.0,
00024195,,LAS TABLAS,CIUDAD DEL MAIZ,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/02/1982,31/10/2010,OPERANDO,22,15,22,99,51,47,1030.0,
00024196,,EL TORO,VILLA DE RAMOS,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,SAN PABLO,MESA CHIQUIHUITILLO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1982,30/06/2011,OPERANDO,22,50,12,101,29,30,1979.0,
00024197,,EL TERRERO,SAN LUIS POTOSI,SAN LUIS POTOSI,CUENCAS CENTRALES DEL NORTE,PRESA SAN JOSE LOS PILARES,PRESA SAN JOSE,CLIMATOLOGICA,CONAGUA-DGE,01/01/1983,30/09/2011,OPERANDO,22,24,0,100,53,12,1849.0,
00024199,,EL ESTRIBO,EL NARANJO,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO DE LOS NARANJOS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1990,31/12/2011,OPERANDO,22,25,48,99,18,24,256.0,
00024200,,TEPEMICHE,SAN MARTIN CHALCHICUAUTLA,SAN LUIS POTOSI,GOLFO NORTE,RIO MOCTEZUMA,RIO MOCTEZUMA,CLIMATOLOGICA,CONAGUA-DGE,01/07/1980,30/11/2010,OPERANDO,21,29,30,98,38,57,94.0,
00024201,,GOLONDRINAS,SAN NICOLAS TOLENTINO,SAN LUIS POTOSI,GOLFO NORTE,RIO TAMUIN,RIO VERDE,CLIMATOLOGICA,CONAGUA,01/04/2002,30/11/2010,OPERANDO,22,9,33,100,24,7,1172.0,
00025001,,ACATITAN,SAN IGNACIO,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO ELOTA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/06/2011,OPERANDO,24,5,50,106,40,0,96.0,
00025002,,AGUA CALIENTE,CHOIX,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-PRESA MIGUEL HIDALGO,CLIMATOLOGICA,CONAGUA-DGE,01/07/1960,30/04/1990,SUSPENDIDA,26,48,0,108,22,0,211.0,
00025003,,AHOME,AHOME,SINALOA,PACIFICO NORTE,BAHIA LECHUGUILLA-OHUIRA-NAYACHISTE,BAHIA LECHUGUILLA,CLIMATOLOGICA,CONAGUA-DGE,01/07/1962,31/05/2006,OPERANDO,25,55,8,109,10,20,10.0,
00025004,,ANGOSTURA (ESDA),ANGOSTURA,SINALOA,PACIFICO NORTE,RIO MOCORITO,RIO MOCORITO,CLIMATOLOGICA,CAADES,01/11/1970,31/12/1974,SUSPENDIDA,25,19,0,108,10,0,19.0,
00025005,,BACUBIRITO,SINALOA,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CONAGUA-DGE,01/12/1962,30/09/1981,SUSPENDIDA,25,48,31,107,54,53,174.0,
00025006,,BADIRAGUATO (SMN),BADIRAGUATO,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO BADIRAGUATO,CLIMATOLOGICA,CONAGUA-SMN,01/07/1925,31/01/1981,SUSPENDIDA,25,22,0,107,33,0,205.0,
00025007,,BAMICORI,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/07/1953,31/12/1989,SUSPENDIDA,26,21,35,108,30,40,161.0,
00025008,,TOPOLOBAMPO (SMN),AHOME,SINALOA,PACIFICO NORTE,BAHIA LECHUGUILLA-OHUIRA-NAYACHISTE,BAHIA OHUIRA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1962,31/12/2000,OPERANDO,25,37,47,109,3,20,4.0,
00025009,,BOCATOMA SUFRAGIO,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2004,OPERANDO,26,4,15,108,47,4,31.0,
00025010,,CULIACAN (CAADES),CULIACAN,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO CULIACAN,CLIMATOLOGICA,CAADES,01/11/1970,30/06/1974,SUSPENDIDA,24,50,0,107,26,0,51.0,
00025011,,CONCORDIA (CFE),CONCORDIA,SINALOA,PACIFICO NORTE,RIO PRESIDIO,RIO PRESIDIO,CLIMATOLOGICA,CFE,01/01/1961,31/03/2001,OPERANDO,23,16,15,106,4,3,140.0,
00025012,,COSALA,COSALA,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO HABITAS,CLIMATOLOGICA,CONAGUA-SMN,01/11/1908,30/09/1988,SUSPENDIDA,24,25,39,106,42,0,410.0,
00025013,,COREREPE,GUASAVE,SINALOA,PACIFICO NORTE,BAHIA LECHUGUILLA-OHUIRA-NAYACHISTE,BAHIA NAVACHISTE,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/08/1985,SUSPENDIDA,25,37,39,108,42,54,10.0,
00025014,76412,CULIACAN (OBS),CULIACAN,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO CULIACAN,OBSERVATORIO,CONAGUA-SMN,01/01/1981,30/06/2010,OPERANDO,24,38,5,107,26,26,22.0,
00025015,,CULIACAN (DGE),CULIACAN,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO CULIACAN,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/10/2011,OPERANDO,24,47,31,107,23,53,60.0,
00025016,,CHAPULTEPEC CULIACAN,CULIACAN,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO CULIACAN,CLIMATOLOGICA,CONAGUA-DGE,01/06/1967,31/05/1978,SUSPENDIDA,24,48,0,107,24,0,50.0,
00025017,,CHOIX I (DGE),CHOIX,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO CHOIX,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/09/1972,SUSPENDIDA,26,44,10,108,20,45,225.0,
00025018,,CHOIX (SMN),CHOIX,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO CHOIX,CLIMATOLOGICA,CONAGUA-SMN,01/01/1953,31/08/1985,SUSPENDIDA,26,43,0,108,17,0,311.0,
00025019,,CHOIX II (DGE),CHOIX,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO CHOIX,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,30/11/2004,OPERANDO,26,42,36,108,19,34,239.0,
00025020,,CHOIX (AGLCH),CHOIX,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO CHOIX,CLIMATOLOGICA,CAADES,01/11/1970,31/12/1975,SUSPENDIDA,26,43,0,108,20,0,244.0,
00025021,,DIMAS,SAN IGNACIO,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO DE PIAXTLA,CLIMATOLOGICA,CONAGUA-DGE,01/11/1962,31/10/2010,OPERANDO,23,43,26,106,46,54,19.0,
00025022,,EL CARRIZO,AHOME,SINALOA,PACIFICO NORTE,ESTERO DE BACORECHUIS,ESTERO DE BACORECHIHUIS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/05/2006,OPERANDO,26,16,7,109,2,14,8.0,
00025023,,EL FUERTE,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/01/1955,30/04/2010,OPERANDO,26,24,59,108,37,4,85.0,
00025024,,EL LIMON (CFE),SAN IGNACIO,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO DE PIAXTLA,CLIMATOLOGICA,CFE,01/01/1961,30/09/1999,OPERANDO,23,44,0,106,32,0,331.0,
00025025,,PRESA MIGUEL HIDALGO Y COSTILLA,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-PRESA MIGUEL HIDALGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/12/2004,OPERANDO,26,30,57,108,35,50,144.0,
00025027,,EL NUDO,GUASAVE,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1962,31/07/1985,SUSPENDIDA,25,34,46,108,29,0,19.0,
00025028,,ELOTA  (CFE),ELOTA,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO ELOTA,CLIMATOLOGICA,CFE,01/01/1961,31/03/2001,OPERANDO,23,58,13,106,43,28,110.0,
00025029,,EL PALMITO (CFE),CONCORDIA,SINALOA,PACIFICO NORTE,RIO BALUARTE,RIO BALUARTE,CLIMATOLOGICA,CFE,01/01/1961,31/03/2001,OPERANDO,23,34,16,105,50,15,2320.0,
00025030,,EL PLAYON,ANGOSTURA,SINALOA,PACIFICO NORTE,RIO MOCORITO,RIO MOCORITO,CLIMATOLOGICA,CONAGUA-DGE,01/06/1962,31/07/2011,OPERANDO,25,13,20,108,11,25,6.0,
00025031,,EL QUELITE (CFE),MAZATLAN,SINALOA,PACIFICO NORTE,RIO PRESIDIO,RIO QUELITE,CLIMATOLOGICA,CFE,01/01/1961,28/02/2001,OPERANDO,23,33,26,106,27,30,49.0,
00025032,,PRESA JOSEFA ORTIZ DE DOMINGUEZ,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO ALAMOS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1965,28/02/1999,SUSPENDIDA,26,29,32,108,43,55,104.0,
00025033,,EL VAREJONAL,BADIRAGUATO,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO HUMAYA-PRESA ADOLFO LOPEZ MATEOS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/09/2011,OPERANDO,25,5,40,107,23,35,119.0,
00025035,,FRANCISCO,AHOME,SINALOA,PACIFICO NORTE,ESTERO DE BACORECHUIS,ESTERO DE BACORECHIHUIS,CLIMATOLOGICA,CONAGUA-DGE,01/10/1970,28/02/1983,SUSPENDIDA,26,20,0,108,56,0,50.0,
00025036,,GUADALUPE DE LOS REYES,COSALA,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO ELOTA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1961,31/07/2011,OPERANDO,24,16,8,106,31,11,696.0,
00025037,,GUAMUCHIL,SALVADOR ALVARADO,SINALOA,PACIFICO NORTE,RIO MOCORITO,RIO MOCORITO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1953,31/07/2011,OPERANDO,25,28,10,108,5,30,44.0,
00025038,,GUASAVE (DGE),GUASAVE,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1986,30/09/2011,OPERANDO,25,33,45,108,27,40,22.0,
00025039,,GUASAVE (SMN),GUASAVE,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1969,31/12/1985,SUSPENDIDA,25,33,0,108,28,0,15.0,
00025040,,GUASAVE (AARSP),GUASAVE,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CAADES,01/11/1970,30/04/1974,SUSPENDIDA,25,32,0,108,27,0,20.0,
00025041,,GUATENIPA,BADIRAGUATO,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO HUMAYA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1964,31/08/2011,OPERANDO,25,20,35,107,13,15,512.0,
00025042,,HIGUERA DE ZARAGOZA,AHOME,SINALOA,PACIFICO NORTE,ESTERO DE BACORECHUIS,ESTERO DE BACORECHIHUIS,CLIMATOLOGICA,CONAGUA-DGE,01/03/1962,31/07/2005,OPERANDO,25,58,12,109,18,16,10.0,
00025043,,HUACAPAS (CFE),SINALOA,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CFE,01/01/1961,28/02/2001,OPERANDO,25,44,0,107,52,0,232.0,
00025044,,HUITES,CHOIX,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-PRESA MIGUEL HIDALGO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/07/2004,OPERANDO,26,53,34,108,21,15,269.0,
00025045,,IXPALINO,SAN IGNACIO,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO DE PIAXTLA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/06/2011,OPERANDO,23,58,5,106,36,30,69.0,
00025046,,JAINA,SINALOA,SINALOA,PACIFICO NORTE,RIO SINALOA,RIO SINALOA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1942,30/09/2011,OPERANDO,25,53,40,108,1,30,130.0,
00025047,,JOCUIXTITA,SAN IGNACIO,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO VERDE,CLIMATOLOGICA,CONAGUA-DGE,01/03/1972,31/07/1988,SUSPENDIDA,24,15,0,106,15,0,1272.0,
00025048,,JUAN JOSE RIOS,GUASAVE,SINALOA,PACIFICO NORTE,BAHIA LECHUGUILLA-OHUIRA-NAYACHISTE,BAHIA OHUIRA,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,31/08/1982,SUSPENDIDA,25,45,26,108,49,16,16.0,
00025049,,LA CONCHA,ESCUINAPA,SINALOA,PACIFICO NORTE,RIO ACAPONETA,RIO LAS CONCHAS,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,30/09/2011,OPERANDO,22,31,46,105,27,9,16.0,
00025050,,LA CRUZ,ELOTA,SINALOA,PACIFICO NORTE,RIO PIAXTLA-RIO ELOTA-RIO QUELITE,RIO ELOTA,CLIMATOLOGICA,CONAGUA-SMN,01/01/1969,30/06/2011,OPERANDO,23,54,50,106,54,15,9.0,
00025052,,LA NORIA (CFE),MAZATLAN,SINALOA,PACIFICO NORTE,RIO PRESIDIO,RIO PRESIDIO,CLIMATOLOGICA,CFE,01/01/1963,28/02/2001,OPERANDO,23,30,32,106,18,50,128.0,
00025053,,LA TINA,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/02/1961,31/12/1998,SUSPENDIDA,26,14,0,108,36,0,184.0,
00025054,,LA VAINILLA (CFE),SINALOA,SINALOA,PACIFICO NORTE,RIO SINALOA,ARROYO CABRERA,CLIMATOLOGICA,CFE,01/01/1961,31/03/2001,OPERANDO,26,4,35,108,16,43,185.0,
00025055,,LAS CAÑAS,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/01/1961,31/01/1999,SUSPENDIDA,26,28,58,108,35,23,86.0,
00025056,,LAS ESTACAS,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/07/1970,31/05/2005,OPERANDO,26,15,57,108,45,45,50.0,
00025057,,LAS FLORES (AARC),CULIACAN,SINALOA,PACIFICO NORTE,RIO CULIACAN,RIO CULIACAN,CLIMATOLOGICA,CAADES,01/11/1970,30/06/1974,SUSPENDIDA,24,47,4,107,26,54,29.0,
00025058,,LAS HABITAS,ROSARIO,SINALOA,PACIFICO NORTE,RIO BALUARTE,RIO ESPIRITU SANTO,CLIMATOLOGICA,CONAGUA-DGE,01/08/1963,30/11/1981,SUSPENDIDA,23,1,23,105,45,37,48.0,
00025059,,LAS ISABELES,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/10/1970,31/12/1990,SUSPENDIDA,26,16,25,108,35,55,607.0,
00025060,,LOS MOCHIS (AARFS),AHOME,SINALOA,PACIFICO NORTE,BAHIA LECHUGUILLA-OHUIRA-NAYACHISTE,BAHIA OHUIRA,CLIMATOLOGICA,CAADES,01/11/1970,31/12/1981,SUSPENDIDA,25,48,0,109,0,0,14.0,
00025061,,LLANO DE LOS LOPEZ,EL FUERTE,SINALOA,PACIFICO NORTE,RIO FUERTE,RIO FUERTE-SAN MIGUEL,CLIMATOLOGICA,CONAGUA-DGE,01/01/1971,31/08/1985,SUSPENDIDA,26,22,0,108,43,0,80.0,
00025062,76458,MAZATLAN (OBS),MAZATLAN,SINALOA,PACIFICO NORTE,RIO PRESIDIO,MAZATLAN,OBSERVATORIO,CONAGUA-SMN,01/01/1981,31/08/2010,OPERANDO,23,13,0,106,24,38,4.0,
00025063,,MOCORITO (AGLM),MOCORITO,SINALOA,PACIFICO NORTE,RIO MOCORITO,RIO MOCORITO,CLIMATOLOGICA,CAADES,01/11/1970,31/12/1985,SUSPENDIDA,25,28,0,107,56,0,96.0,
00025064,,MOCORITO (DGE),MOCORITO,SINALOA,PACIFICO NORTE,RIO MOCORITO,RIO MOCORITO,CLIMATOLOGICA,CONAGUA-DGE,01/01/1969,30/06/2011,OPERANDO,25,28,58,107,55,16,87.0,
